"Program Name","Address","Phone","Accreditation Status","Email","lon","lat"
" Duke University Hospital Rural Program","Duke Primary Care Oxford 1490 Williamsboro Street
Oxford, NC 27565
","(919) 693-3972
","Initial Accreditation","thomas.koinis@duke.edu",-78.5579117,36.312898
" Dwight David Eisenhower Army Medical Center Program","Family Medicine Residency Program Department of Family & Community Medicine Dwight David Eisenhower Army Medical Center
Fort Gordon, GA 30905 ","(706) 787-9358
","Continued Accreditation","jason.s.lanham.mil@mail.mil",-122.325395,47.7024899
" East Central Mississippi Health Network, Inc. Program","905c South Frontage Road Meridian, MS 39301
","(601) 484-2793
","Continued Accreditation","echealthnet@gmail.com",-88.6808018,32.3596433
" East Jefferson General Hospital Program","East Jefferson General Hospital Family Practice Center
4228 Houma Boulevard, Suite 230
Metairie, LA 70006
","(504) 503-6722
","Continued Accreditation","susan.perrier@lcmchealth.org",-90.1817302,30.0138954
" East Liverpool City Hospital Program","425 W 5th Street
East Liverpool, OH 43920 ","(330) 932-0183
","Continued Accreditation","kjackson9@primehealthcare.com",-80.5861388,40.6218488
" East Tennessee State University/Quillen College of Medicine (Bristol) Program","ETSU Family Physicians of Bristol 208 Medical Park Blvd
Bristol, TN 37620
","(423) 989-4050
","Continued Accreditation","ROBINETT@mail.etsu.edu",-82.251838,36.586308
" East Tennessee State University/Quillen College of Medicine (Kingsport) Program","ETSU Family Physicians of Kingsport 102 East Ravine Road
Kingsport, TN 37660
","(423) 245-9624
","Continued Accreditation","Brummel@etsu.edu",-82.5528813,36.5518232
" East Tennessee State University/Quillen College of Medicine Program","Family Medicine Associates 917 W Walnut Street
Johnson City, TN 37604-6527 ","(423) 439-6471
","Continued Accreditation","bayard@etsu.edu",-82.3666123,36.3060252
" Eastern Connecticut Health Network Program","130 Hartford Rd
Manchester, CT 06040
","(860) 533-4679
","Continued Accreditation","bvalle@echn.org",-72.527165,41.7639007
" Eastern Maine Medical Center Program","Eastern Maine Medical Center Center for Family Medicine 895 Union Street, Suite 12
Bangor, ME 04401
","(207) 973-7973
","Continued Accreditation","seirving@northernlight.org",-68.8012296,44.8143268
" Eastern Virginia Medical School Program","EVMS Family Medicine Residency 825 Fairfax Avenue
Norfolk, VA 23507
","(757) 446-5123
","Continued Accreditation","fmr@evms.edu",-76.3036388,36.8602849
" Eisenhower Medical Center Program","39000 Bob Hope Drive
Annenberg Health Sciences Building, Suite 201
Rancho Mirage, CA 92270 ","(760) 285-1427
 h.org","Continued Accreditation","FamilyMedicineResidency@eisenhowerhealt",-116.4052899,33.7626338
" Ellis Hospital of Schenectady Program","Ellis Hospital Program
Family Health Cntr, Attn:Residency Office 600 McClellan St.
Schenectady, NY 12304
","(518) 347-5293
","Continued Accreditation","petrilloj@ellismedicine.org",-73.9161418,42.8046795
" Elson S Floyd College of Medicine, Washington State University Program","825 SE Bishop Blvd Suite 501
Pullman, WA 99163
","(509) 336-7704
","Initial Accreditation","FMRPullman.medicine@wsu.edu",-117.1695884,46.712515
" Emanate Health Program","1115 South Sunset Ave West Covina, CA 91790 ","(626) 813-2850
","Continued Accreditation","mvelez-dallator@emanatehealth.org",-117.9446757,34.0632472
" Emory University School of Medicine Program","Emory Family Medicine at Dunwoody 4500 North Shallowford Road Dunwoody, GA 30338-6476
","(404) 778-6920
","Continued Accreditation","jose.villalon-gomez@emory.edu",-84.3087513,33.9248602
" Fairfield Medical Center Program","Graduate Medical Education Ground Floor
401 N. Ewing St. Lancaster, OH 43130
","(740) 687-8651
","Continued Accreditation","drtdyar@fmchealth.org",-82.5775809,39.717606
" Family Health Centers of San Diego Program","823 Gateway Center Way San Diego, CA 92102  ","(619) 515-2400
","Continued Accreditation","sarahdavis@fhcsd.org",-117.1135145,32.7154665
" Family Medicine Residency of Idaho (Magic Valley) Rural Program","Family Medicine Residency of Idaho (Magic Valley)
777 N Raymond Street Boise, ID 83704
","(208) 814-9855
","Continued Accreditation","binghacl@slhs.org",-116.2647949,43.6114669
" Family Medicine Residency of Idaho Nampa Program","9850 W. St. Luke's Dr Nampa, ID 83687
","(208) 954-8685
","Continued Accreditation without Outcomes","kim.stutzman@fmridaho.org",-116.5903087,43.6173907
" Family Medicine Residency of Idaho Program","Family Medicine Residency of Idaho 777 North Raymond Street
Boise, ID 83704
","(208) 954-8740
","Continued Accreditation","jamiemcdonald@fmridaho.org",-116.2647949,43.6114669
" Family Medicine Residency of Idaho Rural Program","Family Medicine Residency of Idaho (Rural) 777 N. Raymond
Boise, ID 83704
","(208) 302-5700
","Continued Accreditation","holly.taniguchi@fmridaho.org",-116.2647949,43.6114669
" Firelands Regional Medical Center Program","1111 Hayes Avenue
Sandusky, OH 44870
","(419) 557-7071
","Continued Accreditation","maste@firelands.com",-82.7108554,41.4465268
" Florida State University College of Medicine Program","200 Avenue F NE Winter Haven, FL 33881 ","(863) 280-6082
","Initial Accreditation","nathan.falk@med.fsu.edu",-81.7254974,28.0279017
" Florida State University College of Medicine/Lee Memorial Health System Program","Family Medicine Residency Program 2780 Cleveland Ave
Suite 709
Ft Myers, FL 33901 ","(239) 343-2375
","Continued Accreditation","katelyn.caldwell@leehealth.org",-81.874504,26.627794
" Floyd Medical Center Program","Floyd Medical Center 304 Shorter Ave
Suite 201
Rome, GA 30165
","(706) 509-3349
","Continued Accreditation","hechanique@floyd.org",-85.1897783,34.2648157
" Foley Hospital Corporation/South Baldwin Regional Medical Center Program","1613 N. McKenzie Street Foley, AL 36535
","(251) 424-1288
","Continued Accreditation without Outcomes","Timothy_Mott@chs.net",-87.6843081,30.4257603
" Forrest General Hospital Program","6051 US Highway 49
Hattiesburg, MS 39401-7243
","(601) 288-4479
","Continued Accreditation","fghfamilymedicine@forrestgeneral.com",-89.3295143,31.3184644
" Fort Wayne Medical Education Program","Fort Wayne  Medical Education Program 750 Broadway, Suite 250
Fort Wayne, IN 46802 ","(260) 422-6573
","Continued Accreditation","mharris@fwmep.edu",-85.1493948,41.0783723
" Franciscan Health Indianapolis Program","Franciscan Health Indianapolis Family Medicine Residency
5230 East Stop 11 Rd.,. #250
Indianapolis, IN 46237
","(317) 528-8642
","Continued Accreditation","mariah.sahm@franciscanalliance.org",NA,NA
" Gadsden Regional Medical Center Program","1026 Goodyear Ave
Suite 100
Gadsden, AL 35903
","(256) 494-3022
","Initial Accreditation","casandra_maudsley@gadsdenregional.com",-85.9652946,34.0094222
" Garden City Hospital Program","Garden City Hospital
Department of Medical Education 6245 Inkster Road
Garden City, MI 48135-4001 ","(734) 458-7513
","Initial Accreditation","smonhollen@primehealthcare.com",-83.3139124,42.3321565
" Garnet Health Medical Center Program","707 E. Main Street Middletown, NY 10940
","(845) 333-1752
","Continued Accreditation without Outcomes","emartinez3@garnethealth.org",-74.3680944,41.4419177
" Geisinger Health System (Lewistown) Program","400 Highland Avenue
MC: 46-27
Lewistown, PA 17044
","(717) 242-7507
","Continued Accreditation without Outcomes","lrfmresidency@geisinger.edu",-77.571382,40.5992395
" Geisinger Health System Program","Geisinger Health System 166 Hanover Street
Suite 200
Wilkes Barre, PA 18702 ","(570) 808-5484
","Continued Accreditation","jagiomboni@geisinger.edu",-75.907931,41.236688
" Genesis Health System (Quad Cities) Program","Genesis Quad Cities Family Medicine Program
1345 W Central Park Davenport, IA 52804
","(563) 421-4455
","Continued Accreditation","halligant@genesishealth.com",-90.5918657,41.5451812
" Good Samaritan Hospital Medical Center Program","1000 Montauk Highway West Islip, NY 11795 ","(631) 376-4163
","Continued Accreditation","steven.golinowski@chsli.org",-73.2943189,40.6940832
" Greater Lawrence Family Health Center Program","Greater Lawrence Family Health Center 34 Haverhill Street
Lawrence, MA 01841-2884
","(197) 701-1507
","Continued Accreditation","4yearresidency@glfhc.org",-71.1519479,42.7118228
" Greenbrier Valley Medical Center Program","1320 Maplewood Avenue
Ronceverte, WV 24970
","(304) 647-6529
","Continued Accreditation","cbmorrison@osteo.wvsom.edu",-80.4692741,37.7725354
" Gundersen Lutheran Medical Foundation Program","1836 South Avenue La Crosse, WI 54601 ","(608) 775-8161
","Continued Accreditation","pmebert@gundersenhealth.org",-91.2458968,43.7955425
" Hackensack University Medical Center (Mountainside) Program","Mountainside Family Practice Group 799 Bloomfield Avenue - Suite 201
Verona, NJ 07044
","(973) 259-3595
","Continued Accreditation","kevin.berg@mountainsidehosp.com",-74.2530548,40.8339232
" Hackensack University Medical Center (Palisades) Program","7600 River Road
North Bergen, NJ 07047 ","(201) 696-2120
","Continued Accreditation","drbaker@IZmedical.com",-73.9964049,40.7937964
" Halifax Medical Center Program","Halifax Medical Center PO Box 2830
303 N Clyde Morris Blvd Daytona Beach, FL 32120 ","(386) 425-4167
","Continued Accreditation","residency.coordinator@halifax.org",-81.0542568,29.2001684
" Hamilton Medical Center Program","1200 Memorial Drive Dalton
Dalton, GA 30720
","(706) 226-9355
","Initial Accreditation","FMResidency@hhcs.org",-84.984842,34.7898846
" Hawaii Health Systems Corporation - Hilo Medical Center Program","1190 Waianuenue Ave
Hilo, HI 96720
","(808) 932-3000
","Continued Accreditation","hifmr@hhsc.org",-155.1131088,19.7183562
" HCA Healthcare Kansas City/Research Medical Center Program","Research Family Medicine Residency 6675 Holmes, #450
Kansas City, MO 64131 ","(816) 276-7650
","Continued Accreditation","Jennifer.Tieman@hcamidwest.com",NA,NA
" HCA Healthcare LewisGale Hospital- Montgomery/VCOM Program","3700 South Main St Blacksburg Blacksburg, VA 24060
","(540) 953-5108
","Initial Accreditation","Suzanne.derooy1@hcahealthcare.com",-80.4108939,37.1872989
" HCA Healthcare LewisGale Medical Center Program","4910 Valley View Blvd, NW 3rd Floor
Roanoke, VA 24012
","(540) 265-4215
","Continued Accreditation without Outcomes","hannah.palmer@hcahealthcare.com",-79.9680096,37.3047069
" HCA Healthcare Riverside  Program","Riverside Community Hospital 4445 Magnolia Avenue
Riverside, CA 92501
","(254) 630-3312
","Continued Accreditation","irma.lazo@hcahealthcare.com",-117.3815694,33.9772213
" HCA Healthcare Sunrise Health Graduate Medical Education Program","Southern Hills Hospital Medical Office Building 2 9260 W Sunset Rd, Suite 110 Las Vegas, NV 89148
","(702) 916-6902
","Continued Accreditation","Angelina.Rodriguez@hcahealthcare.com",-115.2949636,36.0723796
" HCA
Healthcare/Eastern Idaho Regional Medical Center Program","3100 Channing Way Idaho Falls, ID 83404 ","(208) 227-2856
","Initial Accreditation","Jaren.Blake@hcahealthcare.com",-111.9914279,43.4701735
" HCA
Healthcare/Mercer University School of Medicine/Grand Strand Medical Center Program","809 82nd Parkway Myrtle Beach, SC 29572 ","(843) 692-4542
","Continued Accreditation","jerry.banks@hcahealthcare.com",-78.8196449,33.7577839
" HCA
Healthcare/Mercer University School of Medicine/Memorial Health University Medical Center Program","Memorial University Medical Center Family Medicine
1107 East 66th Street Savannah, GA 31404
","(912) 350-3785
","Continued Accreditation","robert.pallay@hcahealthcare.com",-81.092108,32.0282336
" HCA
Healthcare/Mercer University School of Medicine/Orange Park Medical Center Program","2001 Kingsley Ave Orange Park, FL 32073 ","(904) 639-2112
","Continued Accreditation","victoria.gibbs@hcahealthcare.com",-81.7378672,30.1661785
" HCA
Healthcare/TriStar Southern Hills Medical Center Program","510 Recovery RD Suite 257
Nashville, TN 37211
","(210) 867-5446","Initial Accreditation",NA,-86.7187268,36.0796115
" HCA
Healthcare/Tufts University School of Medicine: Portsmouth Regional Hospital Program","333 Borthwick Ave.
Portsmouth, NH 03801
","(603) 568-5288
","Initial Accreditation","PRHP.GMEFM@hcahealthcare.com",-70.7902541,43.0648113
" HCA
Healthcare/USF Morsani College of Medicine GME: Oak Hill Hospital Program","11375 Cortez Boulevard/SR 50
Brooksville, FL 34613
","(352) 592-2752
","Continued Accreditation","Pam.Demers@hcahealthcare.com",-82.5341858,28.5369637
" HCA
Healthcare/USF Morsani College of Medicine GME: St. Petersburg General Hospital Program","St. Petersburg General Hospital 6500 38th Ave N
St Petersburg, FL 33710 ","(318) 550-7349","Initial Accreditation with Warning",NA,-82.7260737,27.8053256
" HCA Healthcare: East Florida Division GME: St. Lucie Medical Center Program","1800 SE Tiffany Ave St. Lucie, FL 34952 ","(772) 398-3623
","Continued Accreditation","jose.pico@hcahealthcare.com",-80.2939746,27.2884484
" HCA HealthONE
Program","1411 S Potomac Street 330
Aurora, CO 80012
","(817) 805-8023
","Continued Accreditation","richard.sundermeyer@healthONEcares.com",-104.8327243,39.6910362
" HCA Houston
Healthcare (West)/University of Houston Program","HCA Houston Healthcare West 12141 Richmond Avenue
Suite 402
Houston, TX 77082
","(281) 588-8341
","Initial Accreditation with Warning","anush.pillai@hcahealthcare.com",-95.5944648,29.7286174
" HCA Medical City Arlington Program","3301 Matlock Road
Arlington, TX 76015
","(469) 599-0050
","Initial Accreditation","Nseya.Kabasele@MedicalCityHealth.com",-97.1130553,32.6931143
" HCA Medical City Fort Worth Program","Medical City Fort Worth Family Medicine Residency Program
900 8th Avenue
Professional Building, Suite 220 Fort Worth, TX 76104
","(817) 735-2549
","Continued Accreditation","esiquiel.olivarez@unthsc.edu",-97.3454149,32.7358538
" HealthPartners Institute/Park Nicollet Methodist Hospital/Amery/Westfields Hospitals Program","535 Hospital Road
New Richmond, WI 54017 ","(715) 243-3507
","Continued Accreditation","david.o.degear@healthpartners.com",-92.5544757,45.1180456
" Hennepin Healthcare Program","Hennepin Healthcare
Whittier Clinic and Family Medicine Residency Program
2810 Nicollet Ave
Minneapolis, MN 55408
","(612) 873-8066
","Continued Accreditation","Judith.Shurson@hcmed.org",-93.2785611,44.9516889
" Henry Ford Allegiance Health Program","Henry Ford Allegiance Health  Family Medicine Residency Program 205 N. East Avenue
Jackson, MI 49201
","(517) 205-7060
","Continued Accreditation with Warning","sleschu1@hfhs.org",-84.3927443,42.2508449
" Henry Ford Hospital Program","Henry Ford Hospital Department of Family Medicine One Ford Place 2E
Detroit, MI 48202
","(313) 849-3920
","Continued Accreditation","muryga1@hfhs.org",-83.0753152,42.3639964
" Henry Ford Macomb Hospital Program","15855 Nineteen Mile Road Clinton Township, MI 48038 ","(586) 263-3400
","Continued Accreditation","jfische3@hfhs.org",-82.9595655,42.6147421
" Heritage Valley Health System Program","Family Medicine Center 1125 7th Avenue Beaver Falls, PA 15010 ","(724) 773-8980
","Continued Accreditation","shagberg@hvhs.org",-80.319716,40.7527917
" Hidalgo Medical Services Program","1007 Pope Street Silver City, NM 88061 ","(575) 388-1511
","Continued Accreditation","dnelson@hmsnm.org",-108.2766313,32.7763629
" Hoboken University Medical Center Program","176 Palisade Ave Jersey City, NJ 07306 ","(201) 795-8201
","Initial Accreditation with Warning","antonios.tsompanidis@carepointhealth.org",-74.0498006,40.7342585
" Hoboken University Medical Center/New York Medical College Program","Hoboken University Medical Center 308 Willow Avenue
Hoboken, NJ 07030
","(201) 418-3125
","Continued Accreditation","abbie.jacobs@carepointhealth.org",-74.0340104,40.7411986
" HonorHealth Program","HonorHealth-Scottsdale Osborn Medical Center
Family Medicine Center
7301 E Second Street, Suite 210
Scottsdale, AZ 85251
","(480) 882-4556
","Continued Accreditation","FMResidency@honorhealth.com",-111.9236027,33.4873648
" Hospital Dr Alejandro Otero Lopez Program","Manati Medical Center Hospital PO Box 1142
Manati, PR 00674-1142
","(787) 621-3700
","Continued Accreditation","neydas@mmcaol.com",-66.4823714,18.4346023
" Houston Healthcare System Program","1601 Watson Blvd
Warner Robins, GA 31093 ","(478) 975-6880
","Continued Accreditation","dcarpenter@hhc.org",-83.6303536,32.6166551
" Howard University Program","Howard University Hospital 2139 Georgia Avenue, NW Suite 3B
Washington, DC 20001
","(202) 865-6563
","Continued Accreditation","atgordon@huhosp.org",-77.021626,38.918858
" Humboldt Park Health Program","1044 N Francisco Avenue Chicago, IL 60622
","(773) 292-8200
","Continued Accreditation","dberdy@nahospital.org",-87.6996714,41.9006786
" Hunterdon Medical Center Program","Hunterdon Medical Center 2100 Wescott Drive
Flemington, NJ 08822
","(908) 788-6160","Continued Accreditation",NA,-74.8584345,40.5306201
" Icahn School of Medicine at Mount Sinai (Mount Sinai Hospital) Program","1203532538 - Icahn School of Medicine at Mount Sinai Downtown Residency in Urban Family Medicine
Mount Sinai Beth Israel Medical Center 230 W17th Street, 8th Floor
New York, NY 10011 ","(212) 206-5252
","Continued Accreditation","hjiminian@institute.org",-73.9532394,40.7898178
" Icahn School of Medicine at Mount Sinai (South Nassau) Program","Mount Sinai South Nassau 196 Merrick Road
Oceanside, NY 11572
","(516) 255-8400","Continued Accreditation",NA,-73.6291273,40.6532964
" Idaho State University Program","Idaho State University Department of Family Medicine 465 Memorial Drive
Pocatello, ID 83201-4008
","(208) 282-4508
","Continued Accreditation","fammed@isu.edu",-112.4323182,42.8698526
" Idaho State University Rural Program","465 Memorial Drive
Pocatello, ID 83201
","(208) 240-0924
","Continued Accreditation without Outcomes","rexburgrtt@isu.edu",-112.4323182,42.8698526
" In His Image at St John Medical Center Program","In His Image Inc
P.O. Box 1191 Tulsa, OK 74101 ","(918) 710-4210
","Continued Accreditation","admin@inhisimage.org",-95.9719398,36.0565311
" Indiana Regional Medical Center Program","835 Hospital Road
Indiana, PA 15701
","(724) 388-8544
","Initial Accreditation","avaglia@indianarmc.org",-79.1564406,40.6075082
" Indiana University Health Ball Memorial Hospital Program","IU Health Ball Fam Med Residency Edmund F Ball Medical Education Bldg 221 North Celia Avenue
Muncie, IN 47303
","(765) 747-8413
","Continued Accreditation","jkurtz@iuhealth.org",-85.4161954,40.1952921
" Indiana University School of Medicine (Arnett) Program","5177 McCarty Lane
Lafayette, IN 47905
","(765) 838-7101
","Continued Accreditation","ArnettFM@iu.edu",-86.8065232,40.4005343
" Indiana University School of Medicine (Jasper) Program","966 Bartley Street
Jasper, IN 47546
","(812) 996-5424
","Continued Accreditation without Outcomes","fmresidency@mhhcc.org",-86.9370813,38.3959884
" Indiana University School of Medicine Program","Indiana University Family Medicine Residency
1520 North Senate Avenue Indianapolis, IN 46202
","(317) 962-0857
","Continued Accreditation","iumfamres@IUHealth.org",-86.1638079,39.7874997
" Inova Fairfax Medical Campus Program","Fairfax Family Practice Center 3650 Joseph Siewick Drive 4th Floor
Fairfax, VA 22033
","(703) 391-2020
","Continued Accreditation","kristi.stocks@inova.org",-77.3804818,38.8838241
" Inspira Health Network/Inspira Medical Center - Mullica Hill Program","700 Mullica Hill Road Mullica Hill, NJ 08062 ","(856) 853-2056
","Initial Accreditation","vermeulenm@ihn.org",-75.1513919,39.7162424
" Inspira Health Network/Inspira Medical Center Vineland Program","1505 W Sherman Ave Vineland, NJ 08360
","(856) 641-6023
","Continued Accreditation without Outcomes","Zucconin@ihn.org",-75.0584681,39.44534
" Institute for Family Health (Harlem) Program","The Institute for Family Health - Harlem Residency in Family Medicine
1824 Madison Avenue New York, NY 10035 ","(212) 423-4500
","Continued Accreditation","hmerejo@institute.org",-73.9438005,40.8018227
" Institute for Family Health (Mid-Hudson) Program","Mid-Hudson Family Medicine Residency Program
Residency Administrative Offices 396 Broadway
Kingston, NY 12401
","(845) 802-7600
","Continued Accreditation","ymendez@institute.org",-73.9952919,41.926446
" Integris Health/Great Plains Program","3500 NW 56th Street Suite 100
Oklahoma City, OK 73112 ","(405) 951-2623
","Continued Accreditation","Tomas.Owens@integrisok.com",-97.5792697,35.526926
" Iowa Medical Education Collaborative Program","Mercy Medical Center-Des Moines
Mercy Family Medicine Residency Program 250 Laurel St
Des Moines, IA 50314 ","(515) 643-4610
","Continued Accreditation","JEnos@mercydesmoines.org",-93.6211929,41.5972404
" Jamaica Hospital Medical Center/Albert Einstein College of Medicine Program","Jamaica Hospital Medical Center Department of Family Medicine 8900 Van Wyck Expressway Jamaica, NY 11418
","(718) 206-6748
","Continued Accreditation","gbasello@jhmc.org",-73.8167613,40.7010611
" Jefferson Health Northeast Program","Rob Danoff DO, MS, FACOFP, FAAFP
Jefferson Health Northeast 380 Oxford Valley Road Langhorne, PA 19047
","(215) 612-5161
","Continued Accreditation","robert.danoff@jefferson.edu",-74.867555,40.183008
" JFK Medical Center Program","JFK Family Medicine Center 65 James Street
Edison, NJ 08820
","(732) 321-7493","Continued Accreditation",NA,-74.3498984,40.5567638
" John Muir Health Program","John Muir Health Family Medicine Residency Program
1450 Treat Blvd, 3rd Floor Walnut Creek, CA 94597 ","(925) 941-2232
","Continued Accreditation","Jeremy.Fish_MD@johnmuirhealth.com",-122.0521349,37.9260636
" John Peter Smith Hospital (Tarrant County Hospital District) Program","John Peter Smith Hospital Department of Family Medicine 1500 South Main Street
Fort Worth, TX 76104 ","(817) 702-3557
","Continued Accreditation","dcasey@jpshealth.org",-97.3268361,32.7265231
" Johnston Memorial Hospital Program","16000 Johnston Memorial Drive Abingdon, VA 24211
","(276) 258-4435
","Continued Accreditation","lynn.elliott@balladhealth.org",-81.9118729,36.7228461
" Kadlec Regional Medical Center Program","Kadlec Family Medicine Residency 940 Northgate Drive
Richland, WA 99352
","(509) 942-3281
","Continued Accreditation","wanda.roberts@kadlec.org",-119.2774268,46.2797321
" Kaiser Permanente Northern California (Greater Sacramento Valley) Program","501 J Street
Sacramento, CA 95814
","(916) 497-2734
","Initial Accreditation","Thomas.Balsbaugh@kp.org",-121.4992603,38.5826774
" Kaiser Permanente Northern California (Napa- Solano) Program","Kaiser Permanente Medical Group (Northern California)
975 Sereno Drive
Vallejo, CA 94589-2485
","(707) 651-3466
","Continued Accreditation","Elizabeth.Kleier@kp.org",-122.2476636,38.1262339
" Kaiser Permanente Northern California (San Jose) Program","276 International Circle Building 1 San Jose, CA 95119
","(408) 972-6757
","Continued Accreditation","KP-SanJose-FMR@kp.org",-121.8032771,37.2401053
" Kaiser Permanente Northern California (Santa Rosa) Program","401 Bicentennial Way, Suite 110 Santa Rosa, CA 95403
","(559) 999-0144
","Continued Accreditation without Outcomes","KPSantaRosaFMR@kp.org",-122.7285573,38.4720582
" Kaiser Permanente Southern California (Anaheim) Program","Kaiser Permanente Santa Ana Medical Office 1900 E 4th Street
Santa Ana, CA 92705 ","(773) 485-5034
","Continued Accreditation","kara.a.cummins@kp.org",-117.8392936,33.7477707
" Kaiser Permanente Southern California (Fontana) Program","Kaiser Foundation Hospital-Fontana 9961 Sierra Avenue
Fontana, CA 92335
","(909) 427-5084
","Continued Accreditation","Christi.X.Wiley@kp.org",-117.4321989,34.0723599
" Kaiser Permanente Southern California (Los Angeles) Program","Kaiser Permanente Los Angeles Family Medicine
4950 Sunset Boulevard, 4th Floor Los Angeles, CA 90027
","(323) 783-1708
","Continued Accreditation","Maya.K.Mitchell@kp.org",-118.2975475,34.0979034
" Kaiser Permanente Southern California (Riverside) Program","Kaiser Permanente Medical Center-Riverside 10800 Magnolia Avenue PS-2G
Family Medicine Residency Riverside, CA 92505
","(951) 353-4370
","Continued Accreditation","socal.residency@kp.org",-117.4693433,33.9049187
" Kaiser Permanente Southern California (San Diego) Program","Kaiser Permanente Southern California (San Diego)
6911 Convoy Court 2nd floor
San Diego, CA 92111 ","(858) 573-5471
","Continued Accreditation","lance.c.fuchs@kp.org",-117.1660189,32.8339792
" Kaiser Permanente Southern California (Woodland Hills) Program","Kaiser Foundation Hospital 5601 De Soto Avenue North 6, 3rd floor Woodland Hills, CA 91367 ","(818) 719-4828
","Continued Accreditation","Andrea.A.Cardenas@kp.org",-118.5900651,34.1712224
" Kaiser Permanente Washington Program","Kaiser Permanente Washington Family Medicine Residency
125 16th Avenue East, CSB-545 Seattle, WA 98112 ",NA,"Continued Accreditation","kpwafmr@kp.org",-122.3125962,47.6186626
" Kansas City University GME Consortium (KCU-GME Consortium)/Reid Health Program","1100 Reid Parkway
Attn: Family Medicine Residency Office Richmond, IN 47374
","(765) 983-8808
","Continued Accreditation without Outcomes","phillip.scott@reidhealth.org",-84.8917779,39.8410081
" Kansas City University GME Consortium (KCU-GME Consortium)/St Luke's Des Peres Program","2345 Dougherty Ferry Road Medical Education
St. Louis, MO 63122 ","(314) 966-9587
","Continued Accreditation without Outcomes","josepheickmeyer@sbcglobal.net",-90.451887,38.584161
" Kansas City University GME Consortium (KCU-GMEC)/Freeman Program","1102 W. 32nd St.
Joplin, MO 64804
","(417) 347-5665
","Initial Accreditation","bhmiller@freemanhealth.com",-94.5268312,37.052636
" Kaweah Delta Health Care District (KDHCD) Program","Kaweah Delta Health Care District (KDHCD) 400 West Mineral King Avenue
Visalia, CA 93291
","(559) 624-5234
","Continued Accreditation","kdgme@kaweahhealth.org",-119.2949582,36.328572
" Keck Medicine Program","Keck Medical Center of USC - Family Medicine
Healthcare Consultation II
1520 San Pablo Street, Suite 1300 Los Angeles, CA 90033
","(626) 457-4265
","Initial Accreditation","joanne.suh@med.usc.edu",-118.2025609,34.062656
" Kent
Hospital/Brown University Program","Care New England Medical Group Primary Care and Specialty Service
Department of Family Medicine 111 Brewster Street
Pawtucket, RI 02860
","(401) 729-2238
","Continued Accreditation","brownfmresidency@gmail.com",-71.3755835,41.8707777
" Kettering Health Network/Grandview Medical Center Program","Family Medicine Residency Program Graduate Medical Education
405 W. Grand Ave. Dayton, OH 45405
","(937) 723-3245
","Continued Accreditation","james.schoen@ketteringhealth.org",-84.2026957,39.7698344
" Kettering Health Network/Indu and Raj Soin Medical Center Program","GME
3535 Pentagon Blvd
Beavercreek, OH 45431
","(937) 395-3900
","Continued Accreditation","james.tytko@ketteringhealth.org",-84.0624667,39.7708926
" Kirk Kerkorian School of Medicine at UNLV Program","UNLV School of Medicine 1701 W Charleston Blvd Suite 590
Las Vegas, NV 89102 ","(702) 992-6888
","Continued Accreditation","veronica.freeman@unlv.edu",-115.1695086,36.1594241
" Kirk Kerkorian School of Medicine at UNLV Program A","1701 W Charleston Blvd Suite 590
Las Vegas, NV 89102 ","(702) 992-6873
","Continued Accreditation","aron.rogers@unlv.edu",-115.1638112,36.157797
" Kootenai Health Program","Kootenai Clinic Family Medicine Residency 1919 Lincoln Way
#315
Coeur d'Alene, ID 83814 ","(209) 625-6029
","Continued Accreditation","FmResidency@kh.org",NA,NA
" KPC Health
Program","1117 E. Devonshire Ave. Medical Arts Suite 209 Hemet, CA 92543
","(951) 525-0420
","Initial Accreditation","residency@kpc.health",-116.960037,33.750347
" Lake Erie College of Osteopathic Medicine Program","5515 Peach Street
Erie, PA 16509
","(814) 868-8294
","Continued Accreditation","jkalata@lecom.edu",-80.0922523,42.0742902
" Lakeside Medical Center Program","39200 Hooker Hwy Belle Glade, FL 33430 ","(510) 459-2867
","Initial Accreditation","sharberg@hcdpbc.org",-80.6680752,26.7253319
" Lancaster General Hospital Program","Lancaster General Hospital 555 N Duke Street
PO Box 3555
Lancaster, PA 17604
","(717) 544-4940","Continued Accreditation",NA,-76.304311,40.047684
" Larkin Community Hospital Palm Springs Campus Program","1475 W 49th Pl
Hialeah, FL 33012
","(305) 852-9300
","Continued Accreditation","docinthekeys@gmail.com",-80.3128235,25.8690179
" Larkin Community Hospital Program","7031 SW 62nd Avenue South Miami, FL 33143 ","(305) 284-7761
","Continued Accreditation","idrodriguezdo@larkinhospital.com",-80.2931475,25.7055392
" Latrobe Area Hospital Program","Excela Health Latrobe Hospital One Mellon Way
Latrobe, PA 15650
","(724) 537-1485","Continued Accreditation",NA,-79.3939014,40.3209181
" Lawndale Christian Health Center Program","3860 W Ogden Ave Chicago, IL 60623
","(440) 552-3573
","Initial Accreditation","FMR@lawndale.org",-87.7219686,41.852495
" Lehigh Valley Health Network Program","700 E. Norwegian St. Pottsville, PA 17901
","(570) 621-9270
","Initial Accreditation","Mackenzie.Mady@lvhn.org",-76.1884265,40.6907836
" Lehigh Valley Health Network/University of South Florida College of Medicine Program","Lehigh Valley Health Network 707 Hamilton Street
8th Floor
Allentown, PA 18101
","(484) 862-3066","Continued Accreditation",NA,-75.472343,40.6023179
