"Program Name","Address","Phone","Accreditation Status","Email","lon","lat"
" University of Missouri-Kansas City School of Medicine Program","University of Missouri-Kansas City/Saint Luke's Hospital
Department of Medical Education for Anesthesiology
4401 Wornall Road
Kansas City, MO 64111-3320 ","(816) 932-3965
","Continued Accreditation","micduncan@saint-lukes.org",-94.5904553,39.0476517
" University of Nebraska Medical Center College of Medicine Program","University of Nebraska Medical Center 984455 Nebraska Medical Center Omaha, NE 68198-4455
","(402) 559-7353
","Continued Accreditation","andrea.dutoit@unmc.edu",-95.9759165,41.2548549
" University of New Mexico School of Medicine Program","1 University of New Mexico MSC 10-6000
Albuquerque, NM 87131
","(503) 385-5555
","Continued Accreditation","lpinault@salud.unm.edu",-106.6207252,35.0861274
" University of North Carolina Hospitals Program","The University of North Carolina Hospitals Dept of Anesthesiology, UNC School of Medicine
CB 7010 N2198 UNC Hospitals Chapel Hill, NC 27599-7010 ","(919) 966-5136","Continued Accreditation",NA,-79.0523577,35.9061166
" University of Oklahoma Health Sciences Center Program","920 Stanton L. Young Blvd. Suite 1140 University of Oklahoma Health Sciences Center, Department of Anesthesiology Oklahoma City, OK 73104
","(405) 271-4351
","Continued Accreditation","pramod-chetty@ouhsc.edu",-97.4964949,35.4793453
" University of Pennsylvania Health System Program","Hospital of the University of Pennsylvania 6 Dulles Building
3400 Spruce Street
Philadelphia, PA 19104
","(215) 662-3751
","Continued Accreditation","emily.gordon@pennmedicine.upenn.edu",-75.1938829,39.9501477
" University of Puerto Rico Program","University of Puerto Rico, Medical Science Campus
School of Medicine, Department of Anesthesiology
PO Box 365067
San Juan, PR 00936 ","(787) 557-7212","Continued Accreditation",NA,-66.0745314,18.3964683
" University of Rochester Program","University of Rochester Medical Center Department of Anesthesiology and Perioperative Medicine
601 Elmwood Avenue, Box 604
Rochester, NY 14642
","(585) 275-1384
","Continued Accreditation","suzanne_karan@urmc.rochester.edu",-77.6269403,43.1230503
" University of Southern California/LAC+USC Medical Center Program","LAC+USC Medical Center Dept. of Anesthesiology
1450 San Pablo Street #3600 Los Angeles, CA 90033
","(323) 865-1084
","Continued Accreditation","clvarner@med.usc.edu",NA,NA
" University of Tennessee College of Medicine Program","877 Jefferson Ave Chandler Bldg Suite 600
Memphis, TN 38138
","(901) 448-5988
","Initial Accreditation","joy.steadman@uthsc.edu",-90.0319428,35.142566
" University of Tennessee Medical Center at Knoxville Program","University of Tennessee Medical Ctr at Knoxville
Box U109
1924 Alcoa Highway
Knoxville, TN 37920
","(865) 305-9220
","Continued Accreditation","pmcconvi@utmck.edu",-83.9432217,35.9398818
" University of Texas Health Science Center at Houston Program","McGovern Medical School at UT Health 6431 Fannin Street, MSB 5.020
Houston, TX 77030
","(713) 500-6202
","Continued Accreditation","travis.h.markham@uth.tmc.edu",-95.3972637,29.7125788
" University of Texas Health Science Center at Tyler Program","1000 S. Beckham Ave Tyler, TX 75701
","(281) 300-6368
","Initial Accreditation","darrell.s.briggs@gmail.com",-95.2911397,32.3387009
" University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine Program","University of Texas Health Science Center at San Antonio
7703 Floyd Curl Drive, MSC 7838 San Antonio, TX 78229-3900
","(210) 567-4509
","Continued Accreditation","dukesj@uthscsa.edu",-98.5753521,29.5074654
" University of Texas Medical Branch Hospitals Program","University of Texas Medical Branch Hospitals Department of Anesthesiology
301 University Blvd
Galveston, TX 77555-0877
","(409) 772-1221
","Continued Accreditation","hdalexan@utmb.edu",-94.7758738,29.3107498
" University of Texas Southwestern Medical Center Program","University of Texas Southwestern Medical Center
5323 Harry Hines Blvd Dallas, TX 75390-9068
","(214) 648-7837
","Continued Accreditation","aneseducation@utsouthwestern.edu",-96.8402121,32.8138026
" University of Toledo Program","University of Toledo - College of Medicine 3000 Arlington Avenue - Mailstop 1137
Toledo, OH 43614
","(419) 383-3531
","Continued Accreditation with Warning","tanaya.sparkle@utoledo.edu",-83.6158441,41.6166905
" University of Utah Health Program","University of Utah Health 30 North 1900 East
3C-444 SOM
Salt Lake City, UT 841322304 ","(801) 581-6393
","Continued Accreditation","katija.snow@hsc.utah.edu",-111.8393845,40.7713016
" University of Vermont Medical Center Program","University of Vermont Medical Center 111 Colchester Avenue
WP-2
Burlington, VT 05401
","(802) 847-2415
","Continued Accreditation","AnesthesiologyGME@uvmhealth.org",-73.1942467,44.4796617
" University of Virginia Medical Center Program","University of Virginia Health System Department of Anesthesiology
P.O. Box 800710 Charlottesville, VA 22908 ","(434) 924-2283 ","Continued Accreditation","jh3wd@virginia.edu",-78.5004851,38.0344004
" University of Washington Program","University of Washington Medical Center 1959 NE Pacific Street
Box 356540
Seattle, WA 98195
","(206) 543-2474
","Continued Accreditation","bolaniss@u.washington.edu",-122.3083682,47.6499442
" University of Wisconsin Hospitals and Clinics Program","University of Wisconsin School of Medicine and Pub
B6/319 Clinical Science Center 600 Highland Avenue
Madison, WI 53792-3272
","(315) 723-4498
","Continued Accreditation","uwresidency@anesthesia.wisc.edu",-89.4311231,43.0766353
" UPMC Medical
Education Program","University of Pittsburgh Medical Center Department of Anesthesiology
3471 Fifth Avenue, Suite 402
Pittsburgh, PA 15213
","(412) 692-4540
","Continued Accreditation","warnockjl@upmc.edu",-79.9606641,40.440496
" UPMC Medical
Education/Lititz Program","1500 Highlands Drive
Lititz, PA 17543
","(717) 625-5646
","Continued Accreditation","steffydm@upmc.edu",-76.3121664,40.1321037
" Vanderbilt University Medical Center Program","Vanderbilt University Medical Center Educational Affairs, Department of Anesthesiology
2301 VUH
Nashville, TN 37232
","(615) 936-1830
","Continued Accreditation","robin.snyder@vumc.org",-86.800417,36.1424586
" Virginia Commonwealth University Health System Program","Virginia Commonwealth University Health System
Department of Anesthesiology PO Box 980695
Richmond, VA 23298-0459
","(804) 663-3520
","Continued Accreditation","praveen.prasanna@vcuhealth.org",-77.4308274,37.5406971
" Virginia Mason Franciscan Health Program","Virginia Mason Medical Center Graduate Medical Education  H8-GME 925 Seneca Street
Seattle, WA 98111
","(206) 223-6980
 iamason.org","Continued Accreditation","VMMC.Graduate_Medical_Education@virgin",-122.3277741,47.6095476
" Wake Forest University School of Medicine Program","Wake Forest University School of Medicine Department of Anesthesiology
Medical Center Boulevard Winston-Salem, NC 27157
","(336) 716-4498
","Continued Accreditation","skeith@wakehealth.edu",-80.2399434,36.1002069
" Washington University/B-JH/SLCH Consortium Program","Washington University School of Medicine Box 8054
660 South Euclid Avenue St Louis, MO 63110
","(314) 323-1835
","Continued Accreditation","drthompson@wustl.edu",-90.2629289,38.6351441
" Wayne State University School of Medicine Program","Department of Anesthesiology SJMO Medical Building
44555 Woodward Avenue, Suite 308
Pontiac, MI 48341-5031
","(248) 858-6068
","Continued Accreditation with Warning","leanders@med.wayne.edu",-83.2766901,42.6149251
" West Virginia University Program","West Virginia University School of Medicine 1 Medical Center Drive
PO Box 8255
Morgantown, WV 26506
","(304) 598-4122
","Continued Accreditation","ENVANDENLANGENBERG@hsc.wvu.edu",-79.9581012,39.6548131
" Westchester Medical Center Program","Westchester Medical Center Macy Pavilion West, Room 2393 100 Woods Road
Valhalla, NY 10595-1530
","(914) 493-7693
","Continued Accreditation","Apolonia.Abramowicz@wmchealth.org",-73.80582,41.08878
" Yale-New Haven Medical Center Program","Yale-New Haven Medical Center Dept of Anesthesiology
20 York Street
New Haven, CT 06510 ","(203) 785-2802
","Continued Accreditation with Warning","robert.gaiser@yale.edu",-72.9357954,41.3045436
" Zucker School of Medicine at Hofstra/Northwell Program","300 Community Drive
Manhasset, NY 11030
","(718) 470-5382
","Continued Accreditation","jaronsohn@northwell.edu",-73.7012042,40.7754848
